Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,fantasy_points,season,player_type,GS,W,L,SV,IP,ER,ERA,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,IP_numeric
Oneil Cruz,25,265,Maj-NL,Pittsburgh,146,599.0,541,72,140,34,3,21,76.0,51,5,181,3,0.0,4,8,22,1,0.259,0.324,0.449,0.773,1164.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Travis d\'Arnaud,35,262,Maj-NL,Atlanta,101,346.0,312,40,74,17,0,15,48.0,24,0,90,6,0.0,4,8,1,0,0.237,0.301,0.436,0.736,602.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Bryan De La Cruz,27,267,Maj-NL,"Miami,Pittsburgh",149,622.0,584,61,136,25,0,21,68.0,29,1,170,3,0.0,5,10,5,2,0.233,0.271,0.384,0.654,952.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Elly De La Cruz,22,265,Maj-NL,Cincinnati,160,696.0,618,105,160,36,10,25,76.0,69,2,218,6,2.0,1,12,67,16,0.259,0.339,0.471,0.809,1624.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Paul DeJong,30,266,Maj-AL,"Chicago,Kansas City",139,482.0,445,54,101,17,0,24,56.0,23,0,156,9,0.0,5,9,2,2,0.227,0.276,0.427,0.703,799.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Jonny DeLuca,25,265,Maj-AL,Tampa Bay,107,362.0,332,29,72,12,4,6,31.0,24,1,77,4,2.0,0,1,16,6,0.217,0.278,0.331,0.609,558.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Rafael Devers,27,274,Maj-AL,Boston,138,598.0,522,87,143,34,5,28,83.0,67,14,146,3,0.0,6,13,3,0,0.274,0.356,0.519,0.875,1213.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Elias D\xc3\xadaz,33,259,Maj-NL,"Colorado,San Diego",97,352.0,326,27,86,20,0,6,39.0,20,2,70,4,0.0,2,15,0,0,0.264,0.313,0.38,0.693,520.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Yainer Diaz,25,262,Maj-AL,Houston,150,627.0,592,70,177,29,3,16,85.0,25,1,108,2,0.0,8,23,2,0,0.299,0.325,0.439,0.765,1090.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Yandy D\xc3\xadaz,32,266,Maj-AL,Tampa Bay,145,621.0,563,55,158,31,1,14,65.0,50,0,95,4,0.0,4,12,0,0,0.281,0.341,0.414,0.755,987.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Brendan Donovan,27,265,Maj-NL,St. Louis,153,652.0,587,65,163,34,3,14,73.0,47,0,81,13,0.0,5,4,5,5,0.278,0.342,0.417,0.759,1091.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Brenton Doyle,26,267,Maj-NL,Colorado,149,603.0,542,82,141,24,4,23,72.0,46,1,153,3,4.0,8,13,30,5,0.26,0.317,0.446,0.764,1208.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Brandon Drury,31,265,Maj-AL,Los Angeles,97,360.0,325,28,55,7,0,4,15.0,27,0,81,5,0.0,3,13,1,0,0.169,0.242,0.228,0.469,362.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Mauricio Dub\xc3\xb3n,29,262,Maj-AL,Houston,139,433.0,407,45,110,25,0,4,47.0,16,0,55,2,3.0,5,6,3,2,0.27,0.298,0.361,0.659,643.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Ezequiel Duran,25,265,Maj-AL,Texas,92,285.0,268,26,66,11,0,3,20.0,14,0,63,2,0.0,1,6,1,2,0.246,0.288,0.321,0.609,370.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Jarren Duran,27,265,Maj-AL,Boston,160,732.0,668,110,190,48,14,20,74.0,54,1,159,6,1.0,3,6,34,7,0.284,0.342,0.488,0.83,1534.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Adam Duvall,35,275,Maj-NL,Atlanta,104,330.0,303,29,55,10,0,11,30.0,21,0,99,5,0.0,1,6,0,0,0.182,0.245,0.323,0.569,432.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Tommy Edman,29,234,Maj-NL,Los Angeles,53,220.0,200,31,53,10,1,8,33.0,14,0,40,1,2.0,3,3,11,0,0.265,0.312,0.445,0.757,453.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Xavier Edwards,24,265,Maj-NL,Miami,70,303.0,265,39,87,12,5,1,26.0,33,1,52,0,1.0,4,0,31,4,0.328,0.397,0.423,0.82,668.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Santiago Espinal,29,266,Maj-NL,Cincinnati,118,391.0,357,32,88,12,0,9,45.0,24,1,54,2,4.0,4,7,11,1,0.246,0.295,0.356,0.65,612.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Thairo Estrada,28,296,Maj-NL,San Francisco,96,381.0,364,43,79,15,2,9,47.0,10,0,76,5,0.0,2,8,2,2,0.217,0.247,0.343,0.59,560.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Stuart Fairchild,28,300,Maj-NL,Cincinnati,93,233.0,209,33,45,8,0,8,30.0,17,0,60,4,2.0,1,1,13,1,0.215,0.286,0.368,0.654,440.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Kyle Farmer,33,265,Maj-AL,Minnesota,107,242.0,215,26,46,13,1,5,25.0,19,1,49,6,0.0,2,6,3,5,0.214,0.293,0.353,0.647,371.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Freddy Fermin,29,265,Maj-AL,Kansas City,111,368.0,339,40,92,14,0,6,36.0,23,1,66,2,1.0,3,10,2,0,0.271,0.319,0.366,0.685,558.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Tyler Fitzgerald,26,265,Maj-NL,San Francisco,96,341.0,314,53,88,19,2,15,34.0,22,0,108,4,0.0,1,2,17,4,0.28,0.334,0.497,0.831,728.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Dominic Fletcher,26,265,Maj-AL,Chicago,72,241.0,223,14,46,8,0,1,17.0,11,1,58,3,2.0,1,5,0,0,0.206,0.252,0.256,0.508,251.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Wilmer Flores,32,333,Maj-NL,San Francisco,71,242.0,214,19,44,12,0,4,26.0,20,1,33,3,0.0,5,5,0,0,0.206,0.277,0.318,0.595,320.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Nick Fortes,27,265,Maj-NL,Miami,110,335.0,308,28,70,16,0,4,29.0,11,0,41,4,7.0,5,6,0,1,0.227,0.259,0.318,0.577,414.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Jake Fraley,29,265,Maj-NL,Cincinnati,114,382.0,350,44,97,19,2,5,26.0,26,0,70,3,0.0,3,6,20,5,0.277,0.33,0.386,0.716,672.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Ty France,29,265,"Maj-AL,Maj-NL","Cincinnati,Seattle",140,535.0,479,46,112,24,0,13,51.0,38,0,114,13,0.0,5,16,1,1,0.234,0.305,0.365,0.67,776.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Adam Frazier,32,255,Maj-AL,Kansas City,105,297.0,265,36,54,10,1,4,22.0,22,0,60,7,3.0,0,0,3,0,0.204,0.282,0.294,0.577,404.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Freddie Freeman,34,234,Maj-NL,Los Angeles,158,682.0,588,87,165,35,3,26,102.0,77,9,104,9,0.0,8,13,10,2,0.281,0.368,0.483,0.851,1362.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Tyler Freeman,25,282,Maj-AL,Cleveland,117,383.0,330,48,69,14,1,7,32.0,28,1,53,19,3.0,3,15,11,6,0.209,0.305,0.321,0.626,598.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Sal Frelick,24,261,Maj-NL,Milwaukee,148,535.0,486,68,127,23,4,3,33.0,39,0,79,4,2.0,1,8,18,3,0.261,0.321,0.344,0.664,846.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
TJ Friedl,28,265,Maj-NL,Cincinnati,85,341.0,297,35,67,5,1,13,55.0,26,0,52,12,2.0,4,1,9,1,0.226,0.31,0.38,0.69,608.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
David Fry,28,245,Maj-AL,Cleveland,132,423.0,363,48,96,19,1,16,59.0,44,4,95,9,1.0,4,14,5,1,0.264,0.355,0.455,0.809,788.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Joey Gallo,30,265,Maj-NL,Washington,76,260.0,223,24,36,9,0,10,27.0,32,0,102,4,0.0,1,1,3,1,0.161,0.277,0.336,0.613,385.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Adolis Garc\xc3\xada,31,266,Maj-AL,Texas,154,637.0,580,68,130,27,0,25,85.0,45,2,177,6,0.0,6,12,11,5,0.224,0.284,0.4,0.684,1082.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Luis Garc\xc3\xada Jr.,24,265,Maj-NL,Washington,140,528.0,500,58,141,25,1,18,70.0,27,2,86,0,0.0,1,12,22,5,0.282,0.318,0.444,0.762,1024.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Maikel Garcia,24,254,Maj-AL,Kansas City,163,649.0,597,85,140,27,5,7,59.0,43,0,108,0,4.0,5,7,40,2,0.235,0.284,0.332,0.615,1122.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Mitch Garver,33,265,Maj-AL,Seattle,114,430.0,367,37,63,17,0,15,51.0,53,0,133,7,0.0,3,9,0,0,0.172,0.286,0.341,0.627,624.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Zack Gelof,24,265,Maj-AL,Oakland,138,547.0,497,60,105,20,2,17,49.0,38,0,188,4,3.0,5,7,25,3,0.211,0.27,0.362,0.632,911.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Andr\xc3\xa9s Gim\xc3\xa9nez,25,245,Maj-AL,Cleveland,162,673.0,620,68,155,24,1,9,64.0,28,1,110,16,3.0,6,13,32,5,0.25,0.297,0.335,0.632,1093.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Paul Goldschmidt,36,265,Maj-NL,St. Louis,154,654.0,599,70,147,33,1,22,65.0,47,2,173,2,0.0,2,20,11,0,0.245,0.302,0.414,0.716,1089.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Nick Gonzales,25,265,Maj-NL,Pittsburgh,94,387.0,359,42,97,19,3,7,49.0,18,1,74,5,1.0,4,8,5,3,0.27,0.311,0.398,0.709,646.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Hunter Goodman,24,266,Maj-NL,Colorado,70,224.0,211,24,40,9,0,13,36.0,8,0,64,3,0.0,2,5,1,1,0.19,0.228,0.417,0.645,376.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Nick Gordon,28,322,Maj-NL,Miami,95,275.0,260,29,59,11,1,8,32.0,11,0,67,1,0.0,3,5,5,5,0.227,0.258,0.369,0.627,431.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Nolan Gorman,24,305,Maj-NL,St. Louis,107,402.0,365,42,74,15,0,19,50.0,34,1,151,1,0.0,2,2,6,1,0.203,0.271,0.4,0.671,669.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Yasmani Grandal,35,266,Maj-NL,Pittsburgh,72,243.0,215,26,49,10,0,9,27.0,24,0,46,0,3.0,1,7,1,0,0.228,0.304,0.4,0.704,389.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Riley Greene,23,252,Maj-AL,Detroit,144,615.0,538,83,140,28,6,24,75.0,68,4,161,6,0.0,2,4,4,2,0.26,0.349,0.468,0.817,1158.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Randal Grichuk,32,265,Maj-NL,Arizona,106,279.0,254,40,74,20,2,12,46.0,20,0,46,3,0.0,2,5,0,0,0.291,0.348,0.528,0.875,574.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Robbie Grossman,34,266,Maj-AL,"Chicago,Kansas City,Texas",87,245.0,208,21,44,8,0,3,16.0,34,0,58,1,0.0,2,8,3,0,0.212,0.322,0.293,0.616,328.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Vladimir Guerrero Jr.,25,265,Maj-AL,Toronto,159,694.0,613,97,198,43,1,30,101.0,72,12,95,5,0.0,4,16,2,2,0.323,0.396,0.543,0.939,1455.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Lourdes Gurriel Jr.,30,265,Maj-NL,Arizona,133,553.0,513,72,143,22,2,18,75.0,29,1,101,6,0.0,5,16,7,1,0.279,0.322,0.435,0.757,1008.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
David Hamilton,26,297,Maj-AL,Boston,98,316.0,293,47,73,17,1,8,28.0,22,0,79,1,0.0,0,1,33,4,0.249,0.304,0.396,0.7,675.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Garrett Hampson,29,257,Maj-AL,Kansas City,115,235.0,216,17,52,13,1,0,19.0,15,0,59,0,2.0,2,3,7,2,0.241,0.288,0.31,0.598,324.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Mitch Haniger,33,265,Maj-AL,Seattle,121,423.0,380,42,79,12,0,12,44.0,40,0,126,2,0.0,1,10,0,0,0.208,0.286,0.334,0.62,601.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Ian Happ,29,265,Maj-NL,Chicago,153,657.0,569,89,138,34,2,25,86.0,80,1,168,6,0.0,2,7,13,2,0.243,0.341,0.441,0.782,1254.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Bryce Harper,31,255,Maj-NL,Philadelphia,149,648.0,562,88,161,44,0,31,90.0,81,11,143,2,1.0,2,18,7,4,0.286,0.377,0.53,0.907,1345.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Michael Harris II,23,262,Maj-NL,Atlanta,112,478.0,448,60,121,15,3,17,50.0,23,1,95,4,0.0,3,6,10,6,0.27,0.31,0.431,0.74,851.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Ke\'Bryan Hayes,27,308,Maj-NL,Pittsburgh,96,396.0,365,38,85,9,0,4,25.0,23,1,75,4,0.0,4,12,11,2,0.233,0.283,0.29,0.573,536.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Austin Hays,28,256,"Maj-AL,Maj-NL","Baltimore,Philadelphia",87,259.0,239,26,60,18,0,5,20.0,9,1,62,8,1.0,2,2,2,2,0.251,0.298,0.389,0.688,387.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Jonah Heim,29,265,Maj-AL,Texas,131,491.0,459,45,101,12,1,13,59.0,26,0,90,4,0.0,2,13,1,1,0.22,0.267,0.336,0.602,696.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Gunnar Henderson,23,262,Maj-AL,Baltimore,161,728.0,637,118,177,31,7,37,92.0,80,1,163,7,0.0,4,2,21,4,0.278,0.363,0.523,0.885,1586.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Enrique Hern\xc3\xa1ndez,32,234,Maj-NL,Los Angeles,139,447.0,412,55,98,16,1,14,47.0,30,0,87,1,2.0,2,14,0,1,0.238,0.29,0.383,0.673,695.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Teoscar Hern\xc3\xa1ndez,31,234,Maj-NL,Los Angeles,168,713.0,641,90,174,33,2,36,111.0,61,3,199,8,0.0,2,7,13,3,0.271,0.341,0.498,0.839,1455.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Iv\xc3\xa1n Herrera,24,267,Maj-NL,St. Louis,72,259.0,229,37,69,12,1,5,27.0,25,0,53,2,0.0,2,3,5,0,0.301,0.372,0.428,0.8,478.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Jason Heyward,34,262,"Maj-AL,Maj-NL","Houston,Los Angeles",87,254.0,225,30,46,12,2,10,35.0,22,2,55,4,0.0,2,3,5,0,0.204,0.285,0.409,0.693,449.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Kyle Higashioka,34,253,Maj-NL,San Diego,91,285.0,265,32,59,11,1,20,50.0,16,0,77,0,1.0,3,3,2,0,0.223,0.264,0.498,0.762,550.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Nico Hoerner,27,265,Maj-NL,Chicago,151,641.0,582,86,159,35,1,7,48.0,44,1,66,12,0.0,3,8,31,6,0.273,0.335,0.373,0.708,1136.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Spencer Horwitz,26,265,Maj-AL,Toronto,97,378.0,325,46,87,19,0,12,40.0,42,2,68,7,0.0,4,8,0,0,0.268,0.36,0.437,0.797,653.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Rhys Hoskins,31,261,Maj-NL,Milwaukee,134,527.0,458,59,96,14,0,26,83.0,53,1,152,8,0.0,6,12,3,0,0.21,0.299,0.41,0.71,919.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Andy Ib\xc3\xa1\xc3\xb1ez,31,252,Maj-AL,Detroit,106,253.0,233,30,56,11,1,5,35.0,15,0,65,3,0.0,2,2,2,3,0.24,0.292,0.361,0.653,406.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Jose Iglesias,34,247,Maj-NL,New York,96,337.0,314,42,101,16,1,4,29.0,14,1,48,8,0.0,1,6,6,2,0.322,0.365,0.417,0.782,584.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Jonathan India,27,265,Maj-NL,Cincinnati,151,637.0,533,84,132,28,2,15,58.0,80,0,125,15,2.0,7,16,13,2,0.248,0.357,0.392,0.75,1106.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Kyle Isbel,27,254,Maj-AL,Kansas City,142,443.0,398,64,91,14,8,8,43.0,28,0,92,7,8.0,2,4,11,3,0.229,0.29,0.364,0.654,736.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Danny Jansen,29,266,Maj-AL,"Boston,Toronto",90,320.0,274,35,56,13,0,9,24.0,40,0,60,3,0.0,3,4,0,0,0.204,0.309,0.35,0.66,461.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Ryan Jeffers,27,266,Maj-AL,Minnesota,122,465.0,412,56,93,22,0,21,64.0,32,0,94,14,1.0,6,9,3,0,0.226,0.3,0.432,0.732,817.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Eloy Jim\xc3\xa9nez,27,273,Maj-AL,"Baltimore,Chicago",98,349.0,324,25,77,14,0,6,23.0,22,1,70,2,0.0,1,13,3,0,0.238,0.289,0.336,0.626,460.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Connor Joe,31,267,Maj-NL,Pittsburgh,123,416.0,364,49,83,22,1,9,36.0,44,1,91,6,0.0,2,7,2,2,0.228,0.32,0.368,0.688,641.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Nolan Jones,26,265,Maj-NL,Colorado,79,297.0,256,28,58,13,1,3,28.0,36,2,91,1,1.0,3,7,5,4,0.227,0.321,0.32,0.641,437.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Aaron Judge,32,234,Maj-AL,New York,172,768.0,608,130,189,38,1,61,153.0,144,21,191,11,0.0,4,24,12,0,0.311,0.449,0.678,1.126,2011.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Edouard Julien,25,265,Maj-AL,Minnesota,94,301.0,266,36,53,9,0,8,21.0,33,0,102,2,0.0,0,2,6,0,0.199,0.292,0.323,0.616,447.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Colt Keith,22,252,Maj-AL,Detroit,155,580.0,534,57,136,16,4,13,62.0,42,2,118,2,0.0,2,4,7,1,0.255,0.31,0.373,0.683,912.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Jarred Kelenic,24,264,Maj-NL,Atlanta,131,449.0,412,49,95,18,2,15,45.0,32,1,133,1,1.0,3,5,7,2,0.231,0.286,0.393,0.679,725.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Carson Kelly,29,266,Maj-AL,"Detroit,Texas",91,313.0,281,32,67,9,1,9,37.0,25,0,55,6,0.0,1,6,0,0,0.238,0.313,0.374,0.687,487.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Max Kepler,31,293,Maj-AL,Minnesota,105,399.0,368,43,93,21,1,8,42.0,22,0,80,5,0.0,3,3,1,0,0.253,0.302,0.38,0.682,611.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Kevin Kiermaier,34,247,"Maj-AL,Maj-NL","Los Angeles,Toronto",118,283.0,261,33,51,9,3,5,26.0,12,0,87,2,7.0,1,4,6,2,0.195,0.236,0.31,0.546,397.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Ha-Seong Kim,28,307,Maj-NL,San Diego,119,460.0,396,60,94,16,3,11,46.0,56,4,77,2,4.0,2,8,21,5,0.237,0.333,0.376,0.71,839.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Isiah Kiner-Falefa,29,266,"Maj-AL,Maj-NL","Pittsburgh,Toronto",133,496.0,465,53,125,18,4,8,43.0,16,0,78,10,3.0,2,12,11,2,0.269,0.306,0.376,0.683,786.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Alejandro Kirk,25,266,Maj-AL,Toronto,103,386.0,340,23,86,19,1,5,54.0,35,1,51,2,0.0,9,11,0,0,0.253,0.319,0.359,0.677,564.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Steven Kwan,26,245,Maj-AL,Cleveland,132,588.0,522,93,156,17,3,14,46.0,59,0,55,5,2.0,0,6,14,5,0.299,0.375,0.423,0.799,1091.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Shea Langeliers,26,266,Maj-AL,Oakland,137,534.0,482,58,108,18,2,29,80.0,41,2,145,5,0.0,6,15,4,2,0.224,0.288,0.45,0.739,961.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Wyatt Langford,22,265,Maj-AL,Texas,134,557.0,499,74,126,25,4,16,74.0,51,3,115,4,0.0,3,6,19,3,0.253,0.325,0.415,0.74,1061.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Trevor Larnach,27,268,Maj-AL,Minnesota,112,400.0,355,59,92,17,0,15,52.0,40,1,89,3,0.0,2,12,4,1,0.259,0.338,0.434,0.771,743.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Ram\xc3\xb3n Laureano,29,262,"Maj-AL,Maj-NL","Atlanta,Cleveland",100,317.0,294,35,74,16,1,11,33.0,15,0,100,7,0.0,1,5,8,3,0.252,0.303,0.425,0.728,556.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Korey Lee,25,265,Maj-AL,Chicago,125,394.0,377,36,79,14,1,12,37.0,17,0,122,0,0.0,0,12,6,3,0.21,0.244,0.347,0.591,564.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
DJ LeMahieu,35,291,Maj-AL,New York,67,228.0,201,19,41,5,0,2,26.0,19,0,35,1,1.0,6,13,0,1,0.204,0.269,0.259,0.527,277.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Royce Lewis,25,265,Maj-AL,Minnesota,82,325.0,292,40,68,16,0,16,47.0,28,2,74,0,0.0,5,5,0,0,0.233,0.295,0.452,0.747,578.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Francisco Lindor,30,244,Maj-NL,New York,165,751.0,669,118,183,42,2,35,99.0,66,2,140,12,0.0,4,7,29,4,0.274,0.348,0.499,0.847,1623.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Joey Loperfido,25,265,Maj-AL,"Houston,Toronto",80,262.0,243,24,52,13,4,4,25.0,13,0,95,4,1.0,1,3,4,2,0.214,0.264,0.35,0.614,382.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Nicky Lopez,29,267,Maj-AL,Chicago,124,445.0,398,40,96,12,3,1,21.0,37,0,67,4,6.0,0,3,5,7,0.241,0.312,0.294,0.606,563.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Otto Lopez,25,265,Maj-NL,Miami,117,434.0,403,49,109,23,1,6,39.0,25,0,75,1,2.0,2,13,20,4,0.27,0.313,0.377,0.69,748.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Brandon Lowe,29,266,Maj-AL,Tampa Bay,107,425.0,385,56,94,19,3,21,58.0,33,2,112,5,0.0,2,7,5,1,0.244,0.311,0.473,0.783,811.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Josh Lowe,26,265,Maj-AL,Tampa Bay,106,387.0,353,37,85,19,2,10,34.0,32,4,123,0,0.0,2,2,25,1,0.241,0.302,0.391,0.693,704.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Nathaniel Lowe,28,265,Maj-AL,Texas,140,565.0,486,62,129,16,1,16,69.0,71,1,125,4,0.0,4,9,2,0,0.265,0.361,0.401,0.762,958.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Gavin Lux,26,234,Maj-NL,Los Angeles,149,520.0,463,61,114,25,2,11,54.0,49,0,115,3,1.0,4,8,6,2,0.246,0.32,0.38,0.7,843.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Manny Machado,31,253,Maj-NL,San Diego,157,661.0,614,78,167,31,0,29,106.0,42,6,132,1,0.0,4,26,11,2,0.272,0.318,0.464,0.782,1275.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Justyn-Henry Malloy,24,252,Maj-AL,Detroit,76,241.0,210,19,46,8,1,8,21.0,25,0,86,4,0.0,2,2,1,1,0.219,0.311,0.381,0.692,358.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Manuel Margot,29,265,Maj-AL,Minnesota,129,343.0,315,37,75,17,1,4,31.0,21,0,54,3,1.0,3,10,5,0,0.238,0.289,0.337,0.626,501.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Brandon Marsh,26,255,Maj-NL,Philadelphia,139,489.0,431,55,105,17,3,16,60.0,50,0,157,2,1.0,5,2,19,3,0.244,0.322,0.408,0.73,905.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Ketel Marte,30,265,Maj-NL,Arizona,135,583.0,504,93,147,23,2,36,95.0,65,7,106,5,0.0,9,9,7,1,0.292,0.372,0.56,0.932,1300.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Noelvi Marte,22,265,Maj-NL,Cincinnati,66,242.0,229,24,48,9,0,4,18.0,9,0,75,3,0.0,1,1,9,3,0.21,0.248,0.301,0.549,343.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Starling Marte,35,244,Maj-NL,New York,107,425.0,382,50,103,17,3,7,49.0,30,1,92,6,3.0,4,8,17,1,0.27,0.329,0.385,0.714,762.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Austin Martin,25,265,Maj-AL,Minnesota,93,257.0,233,41,59,18,1,1,16.0,20,0,47,2,2.0,0,4,7,3,0.253,0.318,0.352,0.67,418.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
J.D. Martinez,36,247,Maj-NL,New York,128,519.0,452,47,106,24,1,16,72.0,55,0,148,6,0.0,2,18,0,0,0.235,0.324,0.398,0.723,843.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
Michael Massey,26,254,Maj-AL,Kansas City,106,381.0,355,46,93,18,3,14,46.0,17,1,62,3,2.0,4,11,1,0,0.262,0.298,0.448,0.746,657.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
James McCann,34,263,Maj-AL,Baltimore,66,235.0,216,27,50,9,0,8,31.0,13,0,58,2,0.0,4,3,1,0,0.231,0.277,0.384,0.661,375.0,2024,batter,,,,,,,,,,,,,,,,,,,,,
